"SoundID","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_new_touch_response","count_delay_1","count_experiment","count_logger","count_new_OMMConditioner","count_new_loop","count_new_repeat_cycle","count_new_touch_response","count_sound","count_start_button","count_trial_sequence","cursor_roi","cursor_x","cursor_y","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_new_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_new_touch_response","response_time","response_time_new_touch_response","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_delay_1","time_experiment","time_logger","time_new_OMMConditioner","time_new_loop","time_new_repeat_cycle","time_new_touch_response","time_sound","time_start_button","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"108","38.095238095238095","38.095238095238095","15758981.952380951","15758981.952380951","black","no","legacy","legacy","legacy","0","relative","0","0","20","0","20","NA","0","20","20","20","20","20","undefined","-216","-228","Fri Aug 13 16:25:39 2021","A basic match-to-sample task","yes","BackgroundTask4.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","20","20","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","2","2","154","154","2","legacy","1024","2","48000","-16","experiment","0","even","330966686","876","330968384","330964682","879","NA","330968229","330964682","330968229","330968227","OMM Match to sample","8","330938621","21","yes","1024"
"145","40.90909090909091","40.90909090909091","15042672.818181818","15042672.818181818","black","no","legacy","legacy","legacy","0","relative","1","1","21","0","21","NA","0","21","21","21","21","21","undefined","133","116","Fri Aug 13 16:25:39 2021","A basic match-to-sample task","yes","BackgroundTask4.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","21","21","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","11","11","181","181","2","legacy","1024","2","48000","-16","experiment","0","even","330970603","876","330972103","330968602","879","NA","330968419","330968602","330968419","330968418","OMM Match to sample","9","330938802","22","yes","1024"
"125","39.130434782608695","39.130434782608695","21373424.739130434","21373424.739130434","black","no","legacy","legacy","legacy","0","relative","0","0","22","0","22","NA","0","22","22","22","22","22","undefined","319","320","Fri Aug 13 16:25:39 2021","A basic match-to-sample task","yes","BackgroundTask4.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","22","22","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","16","16","160649967","160649967","2","legacy","1024","2","48000","-16","experiment","0","even","330970603","876","491622114","330968602","879","NA","330972146","330968602","330972146","330972144","OMM Match to sample","9","491588769","23","yes","1024"
"101","37.5","37.5","20482911","20482911","black","no","legacy","legacy","legacy","0","relative","0","0","23","0","23","NA","0","23","23","23","23","23","undefined","344","310","Fri Aug 13 16:25:39 2021","A basic match-to-sample task","yes","BackgroundTask4.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","23","23","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","16","16","1095","1095","2","legacy","1024","2","48000","-16","experiment","0","even","330970603","876","491623260","330968602","879","NA","491622163","330968602","491622163","491622162","OMM Match to sample","9","491589864","24","yes","1024"
"115","36","36","19663649.4","19663649.4","black","no","legacy","legacy","legacy","0","relative","0","0","24","0","24","NA","0","24","24","24","24","24","undefined","263","369","Fri Aug 13 16:25:39 2021","A basic match-to-sample task","yes","BackgroundTask4.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","24","24","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","16","16","1371","1371","2","legacy","1024","2","48000","-16","experiment","0","even","330970603","876","491624668","330968602","879","NA","491623295","330968602","491623295","491623294","OMM Match to sample","9","491591235","25","yes","1024"
"124","34.61538461538461","34.61538461538461","18907400.115384616","18907400.115384616","black","no","legacy","legacy","legacy","0","relative","0","0","25","0","25","NA","0","25","25","25","25","25","undefined","108","334","Fri Aug 13 16:25:39 2021","A basic match-to-sample task","yes","BackgroundTask4.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","25","25","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","15","15","1168","1168","2","legacy","1024","2","48000","-16","experiment","0","even","330970603","876","491625871","330968602","879","NA","491624702","330968602","491624702","491624700","OMM Match to sample","9","491592403","26","yes","1024"
"116","33.333333333333336","33.333333333333336","18209775.555555556","18209775.555555556","black","no","legacy","legacy","legacy","0","relative","0","0","26","0","26","NA","0","26","26","26","26","26","undefined","82","276","Fri Aug 13 16:25:39 2021","A basic match-to-sample task","yes","BackgroundTask4.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","26","26","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","15","15","71537","71537","2","legacy","1024","2","48000","-16","experiment","0","even","330970603","876","491697447","330968602","879","NA","491625908","330968602","491625908","491625906","OMM Match to sample","9","491663940","27","yes","1024"
"103","32.142857142857146","32.142857142857146","17560718.35714286","17560718.35714286","black","no","legacy","legacy","legacy","0","relative","0","0","27","0","27","NA","0","27","27","27","27","27","undefined","-168","360","Fri Aug 13 16:25:39 2021","A basic match-to-sample task","yes","BackgroundTask4.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","27","27","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","14","14","36174","36174","2","legacy","1024","2","48000","-16","experiment","0","even","330970603","876","491733658","330968602","879","NA","491697484","330968602","491697484","491697482","OMM Match to sample","9","491700114","28","yes","1024"
"123","31.03448275862069","31.03448275862069","16957682.862068966","16957682.862068966","black","no","legacy","legacy","legacy","0","relative","0","0","28","0","28","NA","0","28","28","28","28","28","undefined","-189","347","Fri Aug 13 16:25:39 2021","A basic match-to-sample task","yes","BackgroundTask4.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","28","28","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","14","14","72689","72689","2","legacy","1024","2","48000","-16","experiment","0","even","330970603","876","491806383","330968602","879","NA","491733693","330968602","491733693","491733691","OMM Match to sample","9","491772803","29","yes","1024"
"110","30","30","16393458.866666667","16393458.866666667","black","no","legacy","legacy","legacy","0","relative","0","0","29","0","29","NA","0","29","29","29","29","29","undefined","267","219","Fri Aug 13 16:25:39 2021","A basic match-to-sample task","yes","BackgroundTask4.osexp","C:/Users/covop/OneDrive/Documents/GitHub/OMM","no","mono","no","18","no","white","no","yes","768","legacy","29","29","C:/Users/covop/OneDrive/Documents/GitHub/OMM/subject-0.csv","legacy","Lentiform Loewenfeld","3.3.9","0","16","16","30963","30963","2","legacy","1024","2","48000","-16","experiment","0","even","330970603","876","491837382","330968602","879","NA","491806419","330968602","491806419","491806418","OMM Match to sample","9","491803766","30","yes","1024"
